[10:21:31.1911111] [Debug  :ainavt.lc.lethalconfig] Registered config "LethalMin/Spawning/Use LC Spawn System"
[10:22:18.7142120] [Debug  :   BepInEx] [UnityInput] Using NewInputSystem
[10:22:18.8139100] [Info   :S1.39 Compatibility Fixes] [LethalMinEnemyGrabGuard] Patched exact declared LethalMin.PikminAI.GrabPikmin(Transform,float,int) with a prevention-only prefix. No delayed repair, state snapshot, release-method reflection, or leader/follow restoration is installed.
[10:22:18.9292326] [Debug  :Enemy Sound Fixes] Transpiler (MouthDogAI.OnCollideWithEnemy): Don't play hit sound when attacking dead enemy
[10:22:18.9317398] [Info   :S1.39 Compatibility Fixes] [MouthDogPikminGuard] Patched exact declared LethalMin.MouthDogPikminEnemy.DoCheckInterval() with a Priority.First prevention-only prefix. The adapter remains enabled; native Pikmin -> Mouth Dog combat/lifecycle remains owned by LethalMin.
[10:22:18.9317398] [Info   :S1.39 Compatibility Fixes] [MouthDogVanillaCollisionGuard] Patched exact declared MouthDogAI.OnCollideWithEnemy(Collider,EnemyAI) with a Priority.First prevention-only prefix. Only validated runtime LethalMin.PikminAI collisions are skipped; null and non-Pikmin EnemyAI pass through unchanged.
[10:22:18.9347413] [Info   :S1.39 Compatibility Fixes] [MouthDogVanillaCollisionGuard] Exact target co-patch ownership: prefixes=[NoteBoxz.LethalMin,tendas.s139.compatibilityfixes]; postfixes=[<none>]; transpilers=[butterystancakes.lethalcompany.enemysoundfixes]; finalizers=[<none>].
[10:22:19.0565424] [Info   :S1.39 Compatibility Fixes] [BaboonHawkPikminGuard] One-way Hawk -> Pikmin protection initialized; collisionPatched=True; bitePatched=True; BaboonBirdPikminEnemy remains ENABLED so native PikminEnemy.Update death/unlatch cleanup can run.
[10:22:19.0575432] [Info   :me.loaforc.soundapi] Splash screens done! Continuing pipeline
[10:22:19.0575432] [Warning:me.loaforc.soundapi] The game will freeze for a moment!
[10:22:19.0595418] [Warning:GoldenKitten.FairAI] MoreShipUpgrades assembly not found. Skipping optional patch.
[10:22:19.0595418] [Warning:GoldenKitten.FairAI] LethalConfig assembly not found. Skipping optional patch.
[10:22:19.0610455] [Warning:GoldenKitten.FairAI] LethalThings assembly not found. Skipping optional patch.
[10:22:19.0610455] [Warning:GoldenKitten.FairAI] Surfaced assembly not found. Skipping optional patch.
[10:22:19.0610455] [Warning:GoldenKitten.FairAI] TheNameIsTyler.TurretSettings assembly not found. Skipping optional patch.
[10:22:19.0610455] [Info   :GoldenKitten.FairAI] Optional Components initiated!
[10:22:19.0630498] [Info   :me.loaforc.soundapi] (Step 5) All file reads are done, waiting for the audio clips conversions.
[10:22:19.0630498] [Info   :me.loaforc.soundapi] (Step 6) Took 4ms to finish loading audio clips from files
[10:22:19.0630498] [Debug  :me.loaforc.soundapi] Active Threads that are left over: 0
[10:22:19.0630498] [Info   :me.loaforc.soundapi] Entire load process took an effective 17ms
[10:22:19.1648718] [Info   :LethalPerformance.Patcher] Saved 144 config(s)
[10:22:20.1974045] [Info   :MoreBattery] [MoreBattery HUD] Component OnGUI first call! ShowDebugUI = False
[10:22:20.2401187] [Info   :GoldenKitten.FairAI] Fair AI initiated!
[10:22:20.2421607] [Info   :LethalPerformance.Patcher] Saved 1 config(s)
[10:22:20.2702240] [Info   :LethalPerformance.Patcher] Saved 1 config(s)
[10:22:20.2727307] [Info   :LethalPerformance.Patcher] Saved 1 config(s)
[10:22:20.2812402] [Info   :LethalPerformance.Patcher] Saved 1 config(s)
[10:22:20.2912501] [Info   :LethalPerformance.Patcher] Saved 2 config(s)
[10:22:20.2917538] [Info   :LethalPerformance.Patcher] Saved 1 config(s)
[10:22:20.4221207] [Info   :qwbarch.Mirage] Loaded settings: {
  "localPlayerVolume": 0.5,
  "neverDeleteRecordings": true,
  "allowRecordVoice": true,
  "muteVoiceMimic": false
}
[10:22:20.4391530] [Info   :LethalPerformance.Patcher] Saved 1 config(s)
[10:22:20.4416559] [Info   :LethalPerformance.Patcher] Saved 1 config(s)
[10:22:20.6935613] [Debug  :LCUltrawide_Community] NOT setting PixelResolution to [0]
[10:22:20.7957271] [Info   :GeneralImprovements] Automatically launching ONLINE mode.
[10:22:20.8178987] [Info   : Unity Log] Saving changed settings
[10:22:20.8198979] [Debug  :LCUltrawide_Community] NOT setting PixelResolution to [0]
[10:22:20.8831646] [Info   :LethalPerformance] Saved 1 save(s)
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent ForestGiant's area mask from 0x00002B1F to 0x02002B1F to allow traversal of non-smart off-mesh links.
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent Blob's area mask from 0x0000227B to 0x0200227B to allow traversal of non-smart off-mesh links.
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent RedLocustBees's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent Centipede's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent BaboonHawkEnemy's area mask from 0x00002BFD to 0x02002BFD to allow traversal of non-smart off-mesh links.
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent RadMechEnemy's area mask from 0x00002B9F to 0x02002B9F to allow traversal of non-smart off-mesh links.
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent DoublewingedBird's area mask from 0x000020EF to 0x020020EF to allow traversal of non-smart off-mesh links.
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent SpringMan's area mask from 0x0000261F to 0x0200261F to allow traversal of non-smart off-mesh links.
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent MaskedPlayerEnemy's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6223326] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent TestCapsuleEnemy's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent PufferEnemy's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent SandSpider's area mask from 0x0000227F to 0x0200227F to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent DocileLocustBees's area mask from 0x000000EF to 0x020000EF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent BaboonHawkEnemy's area mask from 0x00002BFD to 0x02002BFD to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent ButlerBees's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent HoarderBug's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent GiantKiwi's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent MouthDog's area mask from 0x00002B5F to 0x02002B5F to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent Crawler's area mask from 0x0000267F to 0x0200267F to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent JesterEnemy's area mask from 0x000026DF to 0x020026DF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent CadaverGrowthMasterAI's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent CadaverBloomBurstEnemy's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent SandWorm's area mask from 0x0000320B to 0x0200320B to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent CaveDwellerEnemy's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent StingrayEnemy's area mask from 0x000026DF to 0x020026DF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent Flowerman's area mask from 0x000026DF to 0x020026DF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent BushWolfEnemy's area mask from 0x0000215F to 0x0200215F to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent NutcrackerEnemy's area mask from 0x000026DF to 0x020026DF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent FlowerSnakeEnemy's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent DressGirl's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent ClaySurgeon's area mask from 0x000027FD to 0x020027FD to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent ButlerEnemy's area mask from 0x000027DD to 0x020027DD to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent LassoMan's area mask from 0x0000265F to 0x0200265F to allow traversal of non-smart off-mesh links.
[10:22:22.6233329] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent PumaEnemy's area mask from 0x00002FFF to 0x02002FFF to allow traversal of non-smart off-mesh links.
[10:22:22.6560369] [Warning:LethalPerformance] EntranceTeleport search called with inactive objects, probably will cause incompatibility!
[10:22:22.6580369] [Debug  :LobbyControl] 0 & 1 = 0
[10:22:22.6580369] [Debug  :LobbyControl] Checkpoint 'SyncAlreadyHeldObjects' from 'LobbyControl' created with mask '1'
[10:22:22.6590383] [Debug  :LobbyControl] 1 & 1 = 1
[10:22:22.6590383] [Debug  :LobbyControl] 1 & 10 = 0b
[10:22:22.6590383] [Debug  :LobbyControl] Checkpoint 'SyncAllPlayerLevels' from 'LobbyControl' created with mask '10'
[10:22:22.6590383] [Debug  :LobbyControl] 11 & 1 = 1
[10:22:22.6590383] [Debug  :LobbyControl] 11 & 10 = 10b
[10:22:22.6590383] [Debug  :LobbyControl] 11 & 100 = 0b
[10:22:22.6590383] [Debug  :LobbyControl] Checkpoint 'SendNewPlayerValues' from 'LobbyControl' created with mask '100'
[10:22:22.6590383] [Info   : Unity Log] subcribing to steam callbacks
[10:22:22.6776139] [Debug  :   DawnLib] Removing LethalLevelLoader dungeon generation transpiler.
[10:22:23.0910936] [Info   :KawaiiBone.Remnants] Loading in items.
[10:22:23.0921469] [Info   :KawaiiBone.Remnants] Registering Belt bag as scrap.
[10:22:23.0921469] [Info   :KawaiiBone.Remnants] Added Belt bag as a scrap item.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Registering Extension ladder as scrap.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Added Extension ladder as a scrap item.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Registering Flashlight as scrap.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Added Flashlight as a scrap item.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Registering Jetpack as scrap.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Added Jetpack as a scrap item.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Registering Lockpicker as scrap.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Added Lockpicker as a scrap item.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Registering Pro-flashlight as scrap.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Added Pro-flashlight as a scrap item.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Registering Radar-booster as scrap.
[10:22:23.0931473] [Info   :KawaiiBone.Remnants] Added Radar-booster as a scrap item.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Registering Shovel as scrap.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Added Shovel as a scrap item.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Registering Spray paint as scrap.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Added Spray paint as a scrap item.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Registering Stun grenade as scrap.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Added Stun grenade as a scrap item.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Registering TZP-Inhalant as scrap.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Added TZP-Inhalant as a scrap item.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Registering Walkie-talkie as scrap.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Added Walkie-talkie as a scrap item.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Registering Weed killer as scrap.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Added Weed killer as a scrap item.
[10:22:23.0941462] [Info   :KawaiiBone.Remnants] Registering Zap gun as scrap.
[10:22:23.0951470] [Info   :KawaiiBone.Remnants] Added Zap gun as a scrap item.
[10:22:23.0951470] [Info   :KawaiiBone.Remnants] Items loaded in.
[10:22:23.1361826] [Info   :KawaiiBone.Remnants] Registering custom moons data.
[10:22:23.1361826] [Info   :KawaiiBone.Remnants] Custom moons data registered.
[10:22:23.1371820] [Debug  :LCUltrawide_Community] NOT setting PixelResolution to [0]
[10:22:24.9873613] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent Ogopogo's area mask from 0x00000000 to 0x02000000 to allow traversal of non-smart off-mesh links.
[10:22:25.0030101] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent Vermin's area mask from 0x00000000 to 0x02000000 to allow traversal of non-smart off-mesh links.
[10:22:25.0902911] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent MicBird's area mask from 0x0000039D to 0x0200039D to allow traversal of non-smart off-mesh links.
[10:22:25.2014388] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent Prototax's area mask from 0x000003FD to 0x020003FD to allow traversal of non-smart off-mesh links.
[10:22:25.2045943] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent LeafBoi's area mask from 0x000003FD to 0x020003FD to allow traversal of non-smart off-mesh links.
[10:22:25.2055940] [Warning:Biodiversity|0.2.9] Loading Audio data for 'leafHappy1' because it does not have preloadAudioData enabled!
[10:22:25.2075944] [Warning:Biodiversity|0.2.9] Loading Audio data for 'leafHappy2' because it does not have preloadAudioData enabled!
[10:22:25.2085948] [Warning:Biodiversity|0.2.9] Loading Audio data for 'leafHappy3' because it does not have preloadAudioData enabled!
[10:22:25.2095938] [Warning:Biodiversity|0.2.9] Loading Audio data for 'leafHit' because it does not have preloadAudioData enabled!
[10:22:25.2095938] [Warning:Biodiversity|0.2.9] Loading Audio data for 'leafScare' because it does not have preloadAudioData enabled!
[10:22:25.2110973] [Warning:Biodiversity|0.2.9] Loading Audio data for 'leafScareLow1' because it does not have preloadAudioData enabled!
[10:22:25.2121018] [Warning:Biodiversity|0.2.9] Loading Audio data for 'leafScareLow2' because it does not have preloadAudioData enabled!
[10:22:25.2131019] [Warning:Biodiversity|0.2.9] Loading Audio data for 'proto_hit' because it does not have preloadAudioData enabled!
[10:22:25.2141024] [Warning:Biodiversity|0.2.9] Loading Audio data for 'proto_step' because it does not have preloadAudioData enabled!
[10:22:25.2151028] [Warning:Biodiversity|0.2.9] Loading Audio data for 'spew2' because it does not have preloadAudioData enabled!
[10:22:25.2542459] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent CoilCrab's area mask from 0xFFFFFFFF to 0xFFFFFFFF to allow traversal of non-smart off-mesh links.
[10:22:25.5154221] [Debug  :PathfindingLib] Changed prefabbed NavMeshAgent AloeBracken's area mask from 0x000000CF to 0x020000CF to allow traversal of non-smart off-mesh links.
[10:22:25.5204279] [Warning:Biodiversity|0.2.9] Loading Audio data for 'AloeChase' because it does not have preloadAudioData enabled!
[10:22:25.5214234] [Warning:Biodiversity|0.2.9] VideoClip: 'AloeTerminalVideo' is being loaded from 'AloeAssets' instead of the dedicated video clip bundle. It will not work correctly.
[10:22:25.9082490] [Debug  :Matty's Fixes] RoundManager.SpawnScrapInLevel patched
[10:22:25.9759804] [Info   :Biodiversity|0.2.9] "we love fat bitches(gender neutral) and body representation for fat bitches(still gender neutral)" - TiltedHat
